study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,study_environment_Moderate,study_environment_Noisy,study_environment_Quiet,parental_education_Bachelor,parental_education_High School,parental_education_Master,parental_education_PhD,family_income_High,family_income_Low,family_income_Medium,grade_category_A,grade_category_B,grade_category_C,grade_category_D,grade_category_F,tutoring_Yes,pass_fail_Pass,gender_Male,internet_access_Yes
4.24,71.3,5.95,5.4,96.3,81.8,1,61.9,60.2,69.7,53.3,65.5,2.22,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True
3.19,81.4,6.38,2.4,79.8,74.6,3,34.1,31.6,28.0,45.6,33.8,1.25,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True
5.35,84.5,6.12,0.4,100.0,71.4,1,75.7,64.6,59.3,65.6,62.1,2.44,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True
4.25,69.5,5.74,3.5,89.7,54.7,2,61.9,58.7,54.8,51.6,61.5,2.3,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
2.3,94.0,8.08,3.9,69.8,77.4,3,32.6,20.5,25.3,38.3,32.2,1.64,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True
3.31,86.4,7.93,3.6,92.9,73.6,3,60.9,57.1,48.9,63.3,59.9,2.52,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True
4.03,100.0,6.63,0.0,98.0,86.3,3,72.6,74.2,52.2,54.0,66.9,2.63,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False
5.3,80.9,8.32,0.8,100.0,74.1,2,81.9,84.0,88.7,88.6,81.6,3.34,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True
3.75,100.0,7.59,3.9,58.9,100.0,2,51.5,53.8,56.9,58.7,56.3,1.87,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True
3.35,92.5,5.92,0.8,84.2,87.9,2,62.0,47.5,63.1,63.2,60.4,2.58,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True
4.52,65.4,5.54,4.0,63.3,42.3,2,47.7,48.5,38.1,54.5,46.7,1.74,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
2.74,73.1,7.31,2.0,75.6,73.6,3,48.8,51.9,50.9,58.8,50.9,1.48,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
1.81,88.2,7.48,0.0,76.5,89.1,2,55.8,53.5,50.1,41.3,53.0,2.14,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True
3.84,67.5,5.71,0.5,84.2,60.8,1,50.9,60.7,64.4,61.3,60.7,2.28,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,True
2.55,76.0,6.47,3.2,87.2,60.3,3,42.5,27.8,43.1,39.6,41.8,1.27,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True
6.26,69.1,7.85,3.3,70.9,95.2,2,54.0,72.5,67.4,61.8,66.1,2.39,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True
3.3,100.0,8.57,4.8,98.3,55.3,2,71.1,89.8,82.0,76.9,84.4,3.1,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,True,True
3.85,96.0,7.08,2.5,100.0,78.9,5,68.8,64.9,62.0,61.5,64.1,2.23,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
2.25,81.6,7.06,2.2,82.8,68.4,2,39.6,44.6,39.8,42.5,41.1,1.75,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True
4.52,100.0,6.55,5.2,100.0,80.5,4,72.8,50.7,75.5,60.0,64.9,2.31,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False
2.97,97.6,8.49,1.2,78.8,61.4,1,50.3,60.2,65.6,57.2,61.2,2.46,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,True
2.85,98.1,7.56,2.1,52.2,60.0,1,55.3,42.4,50.7,25.8,42.8,1.8,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False
2.88,79.4,6.16,3.2,66.2,86.7,1,45.7,43.8,34.5,44.9,43.9,1.85,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1.45,81.9,7.78,1.2,73.3,93.9,2,43.4,51.8,49.1,50.2,52.9,2.13,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True
2.7,74.0,6.3,3.2,93.8,67.3,1,59.0,58.3,49.2,62.6,60.2,2.47,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,True
3.66,83.9,6.05,2.5,65.3,76.5,1,69.9,58.7,65.2,67.1,65.1,2.87,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False
1.15,76.9,6.55,4.2,79.1,82.7,2,39.1,33.6,47.8,42.1,39.0,1.96,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
4.23,74.3,6.14,1.9,100.0,73.0,0,77.4,69.1,57.1,46.0,63.4,2.41,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True
2.68,96.3,6.1,1.5,83.5,80.4,1,59.4,62.1,69.9,51.3,59.9,2.44,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
3.29,91.7,5.6,5.4,100.0,95.8,2,41.8,46.6,39.2,41.9,38.1,1.57,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.5,76.2,6.3,3.8,62.0,50.3,1,18.5,16.0,26.3,27.1,22.0,0.71,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
3.27,94.5,6.47,4.1,49.7,85.0,4,41.8,36.0,46.8,47.1,42.2,1.54,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
1.75,88.1,5.65,3.8,55.9,100.0,4,10.9,36.6,8.7,26.8,19.3,0.71,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
2.58,81.8,7.54,1.5,96.3,86.0,0,33.4,64.3,55.7,55.8,52.5,2.02,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,True
1.12,100.0,5.23,1.1,76.5,51.4,2,39.0,33.2,32.6,31.3,32.1,1.25,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True
1.94,88.1,6.62,1.1,75.1,94.8,2,66.7,71.3,52.1,60.6,62.9,2.79,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
2.8,100.0,7.66,1.6,100.0,69.8,2,55.8,71.6,67.2,67.3,67.1,2.9,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
2.67,90.7,8.13,4.3,96.3,79.0,3,75.9,84.8,78.3,75.8,78.2,3.36,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True
4.06,91.5,6.43,2.5,87.0,85.6,1,37.9,59.3,58.4,61.5,54.3,2.2,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True
0.76,74.2,8.01,3.9,98.0,91.9,2,37.7,38.3,42.2,34.9,39.0,1.52,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
2.94,79.4,6.63,3.7,77.7,57.7,4,53.3,40.9,52.0,43.0,47.7,1.61,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
2.88,99.6,9.26,4.9,85.2,71.0,3,38.1,33.9,39.8,49.0,39.0,1.68,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
2.45,96.6,5.54,3.7,61.8,74.3,1,38.2,39.9,54.9,45.0,45.4,1.58,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True
1.9,81.4,5.99,2.8,68.5,57.0,1,39.9,38.2,35.8,43.4,39.7,1.79,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True
4.32,71.5,7.16,0.6,76.0,81.8,6,46.6,62.9,54.7,77.4,60.9,2.57,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,True
5.46,100.0,5.74,5.4,79.6,66.1,1,58.0,52.9,42.3,36.3,47.0,1.85,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0.94,95.7,6.29,4.1,94.8,71.3,2,50.4,38.0,54.6,52.1,49.8,1.75,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
1.89,73.6,7.45,3.1,98.6,62.6,5,44.2,36.9,40.9,37.5,39.6,1.61,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
1.79,73.6,7.19,2.8,100.0,78.7,3,39.1,38.0,29.5,47.9,41.0,2.04,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2.66,100.0,6.96,0.0,100.0,61.2,2,52.6,59.9,70.6,77.1,66.9,2.58,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,True
4.51,79.9,6.98,3.1,97.2,69.4,3,42.0,55.3,64.5,53.8,54.6,1.72,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True
3.63,80.1,4.54,1.7,57.7,70.2,5,45.4,42.0,39.1,39.0,39.2,1.21,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
2.82,78.2,7.15,0.0,100.0,62.0,0,42.4,48.8,51.9,42.7,46.0,1.88,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3.02,88.6,6.36,1.8,100.0,42.7,1,62.1,61.3,67.2,47.1,58.1,2.25,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True
2.62,71.0,6.63,2.9,82.1,80.3,1,30.0,39.3,39.1,36.0,39.4,1.49,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3.89,87.4,5.41,3.1,54.6,69.6,1,40.5,29.2,18.3,27.4,26.7,1.16,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True
4.03,70.9,7.67,0.7,83.1,64.8,0,62.3,59.6,71.8,59.1,65.6,2.65,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True
3.71,71.0,7.55,0.5,93.4,69.5,2,60.0,54.9,58.7,66.2,60.0,2.55,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0.5,71.3,5.84,2.0,83.7,82.6,3,47.4,47.2,50.8,37.6,48.9,2.08,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
3.02,71.7,7.18,3.4,73.9,100.0,1,54.1,52.7,49.7,62.8,58.5,1.9,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,True
2.78,92.2,8.65,1.3,78.9,44.2,2,62.3,59.0,44.1,70.7,62.4,2.3,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
4.19,92.2,7.14,1.8,99.4,76.4,4,57.3,67.2,68.6,49.1,59.8,2.59,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True
3.29,83.4,4.99,2.8,87.1,62.9,1,39.3,53.9,55.9,49.5,50.8,1.92,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
3.67,78.7,6.43,1.3,100.0,91.5,5,73.6,58.4,70.5,54.9,64.2,2.32,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
2.41,98.8,7.13,0.0,96.3,50.3,4,69.8,70.1,69.5,64.7,67.2,2.65,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
4.13,91.9,9.12,3.0,77.1,71.5,2,46.5,72.2,59.3,58.4,56.9,2.5,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,True,True,True
4.48,73.2,5.79,0.0,92.6,67.7,1,73.2,74.7,83.2,64.8,77.5,3.39,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,True
1.05,88.5,6.85,3.0,100.0,53.2,2,28.3,44.4,41.2,40.0,35.4,1.57,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
1.44,88.0,5.93,2.2,82.3,60.3,1,29.8,35.9,33.0,52.4,37.6,1.51,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
3.91,92.2,7.88,2.2,90.1,65.4,2,55.5,49.9,61.7,63.8,56.0,2.09,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True
2.79,100.0,6.63,0.8,57.2,72.3,3,55.9,65.2,55.6,52.8,57.5,2.27,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
4.23,76.8,4.27,2.0,73.4,34.2,3,45.3,52.6,63.4,51.2,51.5,2.22,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True
3.29,90.5,6.61,1.2,77.8,65.8,1,54.6,61.4,41.9,53.7,50.7,1.86,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
3.83,100.0,6.89,6.8,64.7,81.5,2,60.9,41.4,53.4,68.4,59.8,2.65,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2.1,100.0,7.39,1.3,82.0,89.9,1,67.1,52.9,63.5,52.9,59.5,2.15,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True
3.41,86.8,7.18,4.1,100.0,74.7,4,52.2,44.6,66.7,51.7,52.8,2.39,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True
3.41,71.9,7.66,1.7,84.6,78.2,2,40.0,31.3,53.4,43.0,41.7,1.71,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2.17,67.1,6.88,2.9,100.0,51.0,4,26.5,29.1,21.0,36.1,30.6,1.5,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True
4.2,93.3,7.08,2.5,90.6,64.9,1,72.5,60.2,71.9,46.7,65.5,2.27,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True
0.73,88.4,7.01,2.3,100.0,51.3,4,48.2,45.2,34.2,58.3,47.1,2.5,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3.25,86.3,6.58,2.2,79.1,67.2,2,52.3,38.0,53.0,34.6,39.0,1.64,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1.45,87.8,7.57,2.9,70.0,100.0,5,35.4,39.2,27.2,42.5,38.9,2.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True
1.77,94.8,7.85,4.6,91.7,91.9,4,51.0,33.6,43.8,53.3,46.7,1.4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True
4.18,90.5,6.96,0.8,56.5,81.9,2,57.4,65.6,65.3,73.3,66.5,2.73,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
1.68,88.9,6.51,0.0,89.0,74.8,2,47.7,54.2,59.6,59.9,58.5,2.2,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True
1.63,79.1,5.92,1.3,46.9,66.2,4,39.7,43.8,30.5,35.6,36.5,1.61,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3.7,95.4,7.35,2.7,66.9,79.8,0,46.2,52.2,57.6,47.4,49.9,2.19,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False
1.67,79.2,6.0,2.1,85.3,61.0,0,38.6,65.6,46.7,55.1,53.3,2.02,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
4.22,94.7,7.16,4.8,60.9,100.0,2,54.9,45.3,61.1,68.4,57.6,1.73,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True
3.77,81.1,7.13,4.6,73.9,82.5,2,25.5,41.9,33.3,38.5,35.1,1.52,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True
2.07,90.9,8.07,1.8,60.3,84.5,0,44.3,52.2,29.4,47.6,43.1,1.71,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
4.18,100.0,8.39,4.8,90.7,62.6,3,40.7,65.3,50.1,52.9,48.1,2.4,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.67,91.6,4.0,3.1,97.0,63.1,4,43.4,66.9,51.9,52.8,53.8,2.3,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True
3.57,99.2,6.8,1.4,80.0,58.9,2,65.4,55.9,59.6,66.9,64.1,2.22,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True
1.5,81.3,4.9,2.3,100.0,51.3,1,55.4,50.0,47.1,57.3,47.6,1.79,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
2.37,86.0,8.16,2.2,76.5,90.9,2,55.4,46.6,48.2,52.4,50.9,1.57,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True
2.45,81.5,6.98,1.4,60.0,80.3,6,57.5,51.6,60.8,50.6,57.4,2.39,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True
4.54,68.4,8.15,1.5,58.6,63.8,1,44.0,47.9,39.1,44.6,42.3,1.97,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
2.4,95.7,7.26,3.2,77.8,61.0,2,52.2,56.8,39.3,58.1,52.1,2.24,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True
2.91,90.7,5.65,1.9,84.9,91.9,1,39.0,61.6,55.2,49.5,49.6,1.66,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2.47,90.0,6.03,2.1,100.0,77.8,1,51.1,54.3,60.0,53.0,56.1,2.06,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
1.82,97.3,6.87,2.2,64.0,63.7,2,62.1,62.2,53.9,52.3,58.4,2.05,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True
1.76,73.6,7.57,2.2,70.5,87.4,3,46.8,52.0,46.7,59.4,52.2,1.87,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True
3.37,71.2,7.06,3.9,87.2,98.6,2,54.8,54.6,44.8,46.2,50.7,2.1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True
2.97,97.4,7.18,1.3,81.5,61.3,1,43.8,60.6,51.1,62.9,55.8,2.39,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,True
3.92,84.3,6.64,2.8,71.0,63.7,3,66.8,52.3,46.1,61.6,57.6,2.61,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2.71,87.1,8.13,0.2,79.4,66.7,1,61.4,52.5,62.9,54.3,57.4,1.92,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,True
2.75,70.3,7.15,1.7,63.0,74.5,2,58.2,67.4,70.1,65.2,63.3,3.16,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True
3.92,99.7,7.05,0.5,73.3,69.5,4,77.4,68.5,58.4,60.7,66.1,3.01,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True
2.55,91.7,7.3,4.9,63.3,48.1,2,47.3,29.5,38.1,47.1,43.8,1.66,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
1.27,79.2,6.58,2.7,95.6,56.3,2,28.4,37.0,52.8,27.8,36.6,1.58,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
4.02,100.0,6.65,1.9,91.1,71.9,3,60.5,70.7,54.3,65.3,63.5,2.28,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True
2.19,71.4,7.48,0.0,79.2,92.6,2,35.5,38.0,43.7,55.2,40.7,1.17,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3.08,81.7,7.78,0.5,80.2,73.2,3,51.5,62.5,60.3,57.5,61.1,2.13,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True
2.25,94.9,7.88,3.8,83.4,83.9,4,27.0,39.0,32.1,38.3,36.3,1.27,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
1.83,96.5,6.8,3.0,73.2,75.1,2,46.4,62.0,45.6,43.4,51.8,2.23,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
0.72,70.1,7.12,0.3,54.7,67.6,1,33.9,15.2,33.7,27.0,30.6,1.3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3.41,82.2,6.39,0.3,74.9,56.9,3,39.0,46.8,55.7,48.8,44.0,1.6,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.5,92.5,7.79,5.3,87.3,75.6,4,29.5,39.1,17.3,37.4,32.5,1.47,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
4.56,99.7,6.06,4.5,94.3,88.5,0,55.9,64.7,48.4,58.2,54.8,2.58,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True
4.24,98.9,7.22,2.9,81.1,51.0,1,51.2,47.4,65.2,68.1,56.2,2.48,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,True
1.91,92.0,7.88,2.7,71.0,78.6,2,39.1,38.7,54.2,42.9,44.7,1.48,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True
4.91,85.9,7.13,2.2,88.4,61.6,1,66.2,75.0,71.3,80.1,73.7,2.93,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True
5.47,83.2,7.3,0.6,82.6,75.3,5,63.2,69.7,73.0,74.7,68.7,2.64,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True
2.67,90.0,6.73,3.8,64.4,58.9,1,42.5,44.7,48.5,51.1,47.9,1.55,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True
3.49,99.3,5.15,2.2,53.0,72.2,1,39.3,46.6,34.3,34.9,38.8,1.32,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,True
3.16,82.9,6.33,3.6,71.9,55.8,1,50.7,47.8,50.1,54.4,50.8,1.98,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
4.82,82.3,7.04,1.9,100.0,84.5,3,78.9,53.5,73.1,53.9,66.0,2.55,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True
1.33,96.5,6.31,3.0,88.3,70.8,6,49.6,49.9,51.9,34.4,45.4,1.64,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True
2.73,95.6,7.49,1.8,100.0,96.8,0,60.1,75.7,71.8,74.2,71.2,2.91,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True
4.1,80.0,5.54,2.6,79.5,74.6,1,43.1,38.6,51.9,42.4,43.1,1.4,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
3.98,71.8,5.06,3.7,79.4,55.0,1,53.3,41.6,60.4,50.9,49.0,2.35,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
2.95,67.9,7.7,1.7,40.0,46.2,2,29.7,50.9,52.5,55.8,45.0,1.93,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True
4.67,86.3,6.69,5.5,51.3,91.3,0,64.5,32.2,41.8,62.3,49.9,1.96,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3.28,74.0,7.35,1.6,86.9,61.0,0,49.7,51.2,47.3,57.1,52.6,1.83,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True
3.14,94.0,6.48,2.7,82.9,55.2,3,47.8,57.5,63.0,51.6,57.2,1.86,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True
3.84,67.8,7.56,4.6,46.0,90.2,4,31.3,33.6,45.0,54.3,38.8,1.14,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2.93,100.0,8.36,4.7,82.0,63.5,1,38.9,26.6,38.2,39.4,36.4,1.64,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
3.06,81.6,8.43,3.2,95.1,83.7,4,48.3,54.9,56.3,50.2,53.1,2.16,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False
2.06,77.0,6.35,2.9,84.7,75.3,0,53.5,65.4,58.4,58.8,59.7,2.62,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True
6.52,79.6,6.58,2.6,72.0,41.3,0,69.5,61.2,63.7,72.4,68.7,2.66,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True
2.43,76.4,7.17,4.5,42.7,79.6,1,32.7,42.5,33.1,33.7,36.0,1.26,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True
3.88,100.0,8.87,3.9,86.1,55.4,0,37.0,50.1,60.3,46.7,50.4,2.28,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True
5.29,91.7,5.85,4.1,66.7,51.5,2,44.3,37.8,54.7,60.5,51.5,1.94,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True
1.39,86.0,5.85,5.0,87.7,36.8,3,46.9,45.0,48.8,25.9,41.6,1.27,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3.73,73.0,7.87,3.2,90.5,52.7,1,60.7,51.8,39.6,51.0,52.8,2.22,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True
3.03,84.4,6.33,1.9,93.8,64.6,1,38.7,55.1,43.4,46.6,46.7,1.79,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
5.15,77.3,7.66,3.0,85.7,71.2,0,62.2,69.0,59.9,58.4,63.4,2.71,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True
1.91,58.7,6.41,2.6,74.8,72.3,1,30.6,48.2,48.2,46.0,43.9,1.59,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False
2.1,78.1,7.35,2.2,88.8,83.2,2,63.6,40.7,49.5,47.6,46.5,1.86,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2.94,91.1,6.49,1.9,64.8,44.5,5,42.4,55.9,43.0,42.3,48.5,1.62,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True
2.41,80.7,6.0,3.3,99.8,38.8,3,46.5,43.5,49.5,53.1,48.3,1.88,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
2.45,83.6,7.15,3.5,69.8,100.0,1,9.6,44.3,33.6,35.1,33.9,1.56,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True
5.43,95.4,5.79,1.5,100.0,69.1,2,80.8,78.3,65.3,78.6,76.9,2.8,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True
3.15,93.6,7.46,3.0,76.3,78.0,4,44.9,48.3,59.4,54.1,53.3,2.05,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,True,True
2.06,100.0,6.77,4.9,87.4,48.4,1,41.1,35.0,38.1,41.6,37.3,1.65,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
